Property Ref,Account Holder 1,Account Holder 2,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Post Code,Liable From,RV,Description,Empty Y/N,Empty From,Discretionary Relief %,Mandatory Relief %,Small Business Rate Relief Y/N,Supporting Small Business Relief Y/N,Retail Hospitality and Leisure Relief Y/N
Ref:10700800010087,BEECH HOUSE SCHOOL LTD,,GLEBE HOUSE SCHOOL,,BROADFIELD STILE,ROCHDALE,LANCASHIRE,,OL16 1UT,01.08.2005,10500,SCHOOL AND PREMISES,N,,0,0,N,N,N
Ref:10706795535535,HUTCHISON 3G UK LTD,,HUTCHISON 3G UK SITE REF,OL0057 OFF,BROADHALGH AVENUE,ROCHDALE,LANCASHIRE,,OL11 5LW,01.04.2005,6800,COMMUNICATION STATION AND PREMISES,Y,29.12.2009,0,0,N,N,N
Ref:10706797923310,TELEFONICA UK LIMITED,,MM02 SITE REF 34708 OFF,,BROADHALGH AVENUE,ROCHDALE,LANCS,,OL11 5LW,01.04.2006,6900,COMMUNICATION STATION AND PREMISES,N,,0,0,N,N,N
Ref:10787928679894,WM SERVICE ENGINEERS LTD,,,,UNIT 4B,BUCKLEY ROAD INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,OL12 9EF,01.01.2024,27500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10787964795835,EXPERT ELECTRICAL SUPPLIES,LIMITED,UNIT 4A,,BUCKLEY ROAD INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9EF,26.01.2018,48750,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10787977176987,GLOBAL SWITCHGEAR SERVICES LTD,,UNIT 4D,,BUCKLEY ROAD INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9EF,01.11.2011,23500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10787979820185,WEST PENNINE CARPETS LTD,,UNIT 3A,,BUCKLEY ROAD INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9EF,01.07.2018,20750,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10787990600094,MARK SAXON MACHINERY LTD,,,,AC VENTILATIONS LTD,BUCKLEY HOUSE,BUCKLEY ROAD,ROCHDALE,OL12 9RH,01.02.2019,11250,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10787990800065,INTEGRATED FABRICATIONS LTD,,,,INTEGRATED FABRICATIONS LTD,BUCKLEY HOUSE,BUCKLEY ROAD,ROCHDALE,OL12 9RH,01.10.2015,47000,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:10787991343187,GROUNDWORK GREATER MANCHESTER,,UNIT 4,,HAMER VALE,ROCHDALE,LANCASHIRE,,OL12 9BF,11.12.2019,31250,TRAINING CENTRE AND PREMISES,N,,0,80,N,N,N
Ref:10787991842430,GTM ELECTRICAL SERVICES LTD,,UNIT 3 HAMER VALE,,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9DJ,04.04.2005,25750,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10787992192820,PENTHOUSE CARPETS LTD,,PENTHOUSE CARPETS,,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9DJ,01.04.2005,382500,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:10787993500699,APPLICATION TAPE CO LTD,,UNIT 3C,,BUCKLEY ROAD INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,LANCS,OL12 9EF,03.12.2018,18000,WAREHOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:10787995645288,HEAVYPARTS HYDRAULICS LTD,,UNIT 1 HAMER VALE,,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9BF,01.04.2005,32750,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10787996384101,USE OUR SPACE LTD,(IN LIQUIDATION),,,GND FLR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,,OL12 9DN,10.11.2021,52500,OFFICES AND PREMISES,Y,27.02.2024,0,0,N,N,N
Ref:10787997192819,GLEESON DEVELOPMENTS LTD,,,,2ND FLR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,,OL12 9DN,26.01.2021,56500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:10787997197442,MELTHAM PROPERTY SERVICES LTD,,,,SUITE 1 THIRD FLOOR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9DN,08.02.2018,11500,OFFICES AND PREMISES,Y,08.02.2018,0,0,N,N,N
Ref:10787997197443,IAN WILLIAMS LIMITED,,,,SUITE 2 THIRD FLOOR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9DN,01.03.2023,11000,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:10787997197444,LIFESTYLE CHOICE CONSULTANCY,LTD,,,SUITE 3 THIRD FLOOR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9DN,25.02.2022,5400,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10787997197445,MELTHAM PROPERTY SERVICES LTD,,,,SUITE 4 THIRD FLOOR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9DN,08.02.2018,5500,OFFICES AND PREMISES,Y,08.02.2018,0,0,N,N,N
Ref:10787997197446,ENERGY SAVING GRANTS LTD,,,,SUITE 5 THIRD FLOOR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9DN,01.10.2020,7200,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10787997197447,DISCOUNT TRADE LTD,,,,SUITE 6 THIRD FLOOR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9DN,01.10.2020,7400,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10787997197448,ENERGY FUNDING SERVICE,,,,SUITE 7 THIRD FLOOR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9DN,12.02.2024,3700,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10787997568165,KEN TAYLOR SUPPLIES LTD,,UNIT 2,,HAMER VALE,ROCHDALE,LANCASHIRE,,OL12 9BF,01.04.2008,51000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10787998074596,HFD LTD,,,,NATIONAL CARPETS,ECLIPSE CENTRE,BUCKLEY ROAD,ROCHDALE,OL12 9BH,19.05.2010,555000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10787998829698,GREENWOOD MAGNETICS LIMITED,,UNIT 1 & 2 BUCKLEY ROAD,INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,LANCS,,OL12 9EF,30.06.2014,44250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10787998877466,TARGET FIRE PROTECTION LTD,,UNIT 3B,,BUCKLEY ROAD,INDUSTRIAL ESTATE BUCKLEY ROAD,ROCHDALE,LANCASHIRE,OL12 9EF,27.07.2007,18500,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:1078799915381B,P CASEY & CO LTD,,,,121 BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9DL,01.04.2005,11250,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:10787999725302,USE OUR SPACE LTD,(IN LIQUIDATION),,,1ST FLR HAFLEY COURT,BUCKLEY ROAD,ROCHDALE,,OL12 9DN,10.11.2021,52500,OFFICES AND PREMISES,Y,27.02.2024,0,0,N,N,N
Ref:10790700060042,THE BRITISH MILLERAIN COMPANY,LIMITED,UNIT 1 BUCKLEY BROOK,,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9DJ,30.01.2015,229000,WAREHOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10790700104109,NATIONAL OFFENDER MANAGEMENT,SERVICE,BUCKLEY HALL PRISON,,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9DP,01.04.2005,350000,PRISON AND PREMISES,N,,0,0,N,N,N
Ref:1079070026003A,STEPHEN HEYWOOD AUTOMOBILE,ENGINEERS LTD,UNIT 5,,BUCKLEY ROAD INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 9DJ,29.09.2008,11500,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:10790700300044,PANELCARE (ROCHDALE) LIMITED,,UNIT 11,,BUCKLEY HALL INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 9EF,01.12.2008,11500,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:107907003010X7,INTEGRATED FABRICATIONS LTD,,UNIT 10,,BUCKLEY ROAD INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 9DJ,11.04.2022,13250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10790715613558,MAKIN METAL POWDERS (UK) LTD,,MAKIN METAL POWDERS LTD,,BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9DT,23.09.2009,330000,FACTORY AND PREMISES,N,,0,0,N,N,N
Ref:10790723698873,ATEC PRINT LTD,,,,UNITS 6-8,BUCKLEY ROAD INDUSTRIAL ESTATE,ROCHDALE,,OL12 9DJ,14.07.2016,40250,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10790791769328,P CASEY & CO LTD,,,,1ST FLR BUCKLEY ROAD,120,ROCHDALE,LANCASHIRE,OL12 9DL,01.04.2005,6200,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:10790792669989,ISAAC BUTTERWORTH (IRONFOUNDERS),LIMITED,UNIT 4,,BUCKLEY ROAD INDUSTRIAL ESTATE,ROCHDALE,LANCASHIRE,,OL12 9DJ,20.02.2013,11000,WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10790795425401,P CASEY & CO LTD,,GND FLOOR,,120 BUCKLEY ROAD,ROCHDALE,LANCASHIRE,,OL12 9DL,01.04.2005,7700,STORES AND PREMISES,N,,0,0,N,N,N
Ref:10790796261097,R&J BODYWORKS LTD,,UNIT 1 BUCKLEY ROAD,INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,LANCS,,OL12 9EF,01.06.2023,12250,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:10790798806942,HILLSIDE PRINTING SERVICES LTD,(IN LIQUIDATION),UNITS 2-3 BUCKLEY ROAD,INDUSTRIAL ESTATE,BUCKLEY ROAD,ROCHDALE,LANCS,,OL12 9EF,19.11.2010,21750,WAREHOUSE AND PREMISES,Y,06.04.2023,0,0,N,N,N
Ref:10835200360085,ROCHDALE MEMORIAL SERVICE LTD,,ADJ 501,,BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DG,01.04.2005,3650,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:1083520045005B,J CHILD & SON LTD,,,,515 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DG,01.04.2005,16000,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:10835200620023,THE PHYSIOTHERAPY CLINIC,(ROCHDALE) LTD,,,557 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DQ,05.04.2023,15750,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:1083520069003B,KEENANS ESTATE AGENTS LIMITED,,,,569 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DQ,01.11.2023,10750,SHOP AND PREMISES,N,,0,0,N,N,N
Ref:1083520121003B,HAYCH COSMETICS LIMITED,,UNIT 5,,MEADOWCROFT MILL,ROCHDALE,LANCASHIRE,,OL11 4EE,02.12.2016,5800,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:10835201750051,BAMFORD BARBERS LIMITED,,,,841 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4AA,23.10.2020,10250,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:10835201870041,HARE & HOUNDS (BAMFORD) LTD,,HARE AND HOUNDS,,865 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4AA,28.04.2005,16000,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:10835210399364,SIMPSON SPENCE YOUNG,,,,1ST FLR BURY ROAD,559,ROCHDALE,LANCASHIRE,OL11 4DQ,01.06.2005,3750,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:10835211089527,RJ & RA BUCKLEY LTD,,GND FLR,,563 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DQ,01.02.2008,15500,SHOP AND PREMISES,N,,0,0,N,Y,Y
Ref:10835230999807,PHASE ELECTRICAL (NW) LIMITED,,,,UNIT 1A REDBROOK MILL,BURY ROAD,ROCHDALE,,OL11 4EE,17.10.2022,5700,Workshop and Premises,N,,0,0,Y,N,N
Ref:10835255205756,CHOCK DRIPS LIMITED,,GND FLR,,559 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DQ,09.09.2022,13500,SHOP AND PREMISES,N,,0,0,Y,Y,N
Ref:10835290001054,MANSFIELD SOFT FURNISHINGS LTD,,,,UNIT 1 MEADOWCROFT MILL,ROCHDALE,,,OL11 4AU,01.04.2017,12000,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:10835290002034,PURE SYNERGY LTD,,,,UNIT 1B REDBROOK MILL,BURY ROAD,ROCHDALE,,OL11 4EE,05.12.2022,7000,Workshop and Premises,N,,0,0,Y,N,N
Ref:10835290008654,GKE LTD,,,,UNIT 1C REDBROOK MILL,BURY ROAD,ROCHDALE,,OL11 4EE,24.11.2022,1875,Workshop and Premises,N,,0,0,Y,N,N
Ref:10835290056222,FH RESTAURANTS LTD,,,,575 BURY ROAD,ROCHDALE,,,OL11 4DQ,09.09.2023,14000,RESTAURANT AND PREMISES,N,,0,0,N,N,Y
Ref:10835290156302,QUESTMEAD LTD,,,,DETACHED STORAGE BUILDING,ADJ UNIT 1 MEADOWCROFT MILL,BURY ROAD,ROCHDALE,OL11 4AU,01.03.2022,9900,STORAGE BUILDING,N,,0,0,N,N,N
Ref:10835290420031,FLOWERS BY HARRIS UK LTD,,,,509-511 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DG,08.07.2011,20750,SHOP AND PREMISES,N,,0,0,N,N,Y
Ref:10835290561002,COWELL AND NORFORD LETTINGS AND,MANAGEMENT SERVICES LTD,,,561 BURY ROAD,ROCHDALE,,,OL11 4DQ,01.10.2021,21000,OFFICE AND PREMISES,N,,0,0,N,N,N
Ref:10835293220264,M J TYSON SECURITY LTD,,,,207 BURY ROAD,ROCHDALE,,,OL11 4EE,09.08.2021,6900,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10835293479544,QUESTMEAD LTD,,,,GND FLR THE LODGE,MEADOWCROFT MILL,ROCHDALE,,OL11 4AU,15.11.2012,10500,WAREHOUSE OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10835293774595,M & A CATERING NW LTD,,,,567 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DQ,01.04.2024,20250,RESTAURANT AND PREMISES,N,,0,0,N,N,Y
Ref:10835295415145,NEXT LEVEL FIT LTD,,,,UNIT 2 1ST FLR REDBROOK MILL,BURY ROAD,ROCHDALE,,OL11 4EE,03.01.2020,9100,"STORE, OFFICE AND PREMISES",N,,0,0,Y,N,N
Ref:10835295415147,RYAN GRUMBRIDGE GOLF LTD,,,,UNIT 3 1ST FLR REDBROOK MILL,BURY ROAD,ROCHDALE,,OL11 4EE,01.06.2023,10250,"SHOWRROM, WORKSHOP AND PREMISES",N,,0,0,Y,N,N
Ref:10835295653195,THE BOND BOARD LIMITED,,,,219 BURY ROAD,ROCHDALE,LANCS,,OL11 4EE,01.01.2018,4100,OFFICES AND PREMISES,N,,20,80,N,N,N
Ref:10835296064392,THE BOND BOARD LTD,,,,209-211 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4EE,01.07.2011,11250,OFFICES AND PREMISES,N,,20,80,N,N,N
Ref:10835297294405,SUNDERLAND AND WILD SCREENPRINTS,LTD,REDBROOK MILL,,BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4EE,01.04.2005,13750,WORKSHOP AND PREMISES,N,,0,0,Y,Y,N
Ref:10835297351648,MOBILE BROADBAND NETWORK LTD,,T-MOBILE (52072),,BURY ROAD DNS,BURY ROAD,,,OL11 5HW,28.01.2014,5700,COMMUNICATION STATION AND PREMISES,N,,0,0,N,N,N
Ref:10835298135627,LINK JOINERY & BUILDING LTD,,,,SECTION 2D,UNIT 2 REDBROOK MILL,BURY ROAD,ROCHDALE,OL11 4EE,30.09.2015,4900,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:10835298153309,PRO-FRICTION LTD,,PRO-FRICTION LTD,LWR GND FLR,MEADOWCROFT MILL,ROCHDALE,LANCS,,OL11 4AU,16.04.2011,6300,WORKSHOP AND PREMISES,N,,0,0,Y,N,N
Ref:10835299159371,CLEAR CHANNEL UK LIMITED,,GABLE FORRESTERS ARMS,,211 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4EE,01.04.2005,14000,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:1083870002005A,HOME TELEVISION LTD,,,,254 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4EE,04.07.2005,13750,SHOP AND PREMISES,N,,0,0,Y,Y,Y
Ref:10838700950087,ABRAHAMS POCKET LTD,,CEMETERY HOTEL,,470 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 5EU,13.11.2023,6800,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:10838700960055,ROCHDALE MBC,,RMBC,,BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4EE,01.04.2005,80500,CREMATORIUM AND PREMISES,N,,0,0,N,N,N
Ref:1083870107008B,CAFE AYLANTO LIMITED,,BAMFORD ARMS,,GND FLR 520 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DQ,28.02.2020,14000,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,Y
Ref:10838701520048,KLASH PROPERTIES LIMITED,,ELEPHANT AND CASTLE,,608 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4AU,04.11.2022,22250,PUBLIC HOUSE AND PREMISES,Y,04.11.2022,0,0,N,N,N
Ref:1083870168002B,MITCHELLS & BUTLERS PLC,,SIR WINSTON CHURCHILL HOTEL,,710 BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 5HW,04.12.2006,58400,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10838790256210,REDBANK MOTORS LTD,,,,REDBANK MOTORS,FORMER OAKENROD SERVICE STATION,BURY ROAD,ROCHDALE,OL11 4EB,01.09.2019,9500,LAND USED FOR CAR SALES,N,,0,0,Y,N,N
Ref:10838790610011,PANTHERA BIOPARTNERS LTD,,,,610 BURY ROAD,ROCHDALE,,,OL11 4AU,28.04.2020,12500,OFFICES AND PREMISES,N,,0,0,N,N,N
Ref:10838791310763,ORANGE PERSONAL COMMUNICATIONS,SERVICES LTD,ORANGE PCS SITE REF GMN 7059,,ADJ WINSTON CHURCHILL BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4DQ,01.04.2005,5000,COMMUNICATION STATION AND PREMISES,Y,30.06.2012,0,0,N,N,N
Ref:1083879279003A,VODAFONE LIMITED,C/O CTIL RATE ACCOUNT MANAGEMENT,,,VODAFONE 78645,ADJ SIR WINSTON CHURCHILL PUB,BURY ROAD,ROCHDALE,OL11 5JL,26.02.2015,5700,COMMUNICATION STATION AND PREMISES,N,,0,0,N,N,N
Ref:1083879412A001,BEAUTY BOUTIQUE NAILS AND BEAUTY,BAR LTD,,,FIRST FLOOR,412A BURY ROAD,ROCHDALE,,OL11 5EU,23.01.2020,8300,BEAUTY SALON AND PREMISES,N,,0,0,Y,N,N
Ref:10838799159312,CLEAR CHANNEL (UK) LTD,,GABLE REDBROOK MILL,,BURY ROAD,ROCHDALE,LANCASHIRE,,OL11 4EE,01.04.2005,14000,ADVERTISING RIGHT AND PREMISES,N,,0,0,N,N,N
Ref:10842694585004,WBD (KINGSWAY MANAGEMENT) LTD,,,,KINGSWAY MARKETING POD,JOHN COLLIER AVENUE,KINGSWAY BUSINESS PARK,ROCHDALE,OL16 4NL,17.06.2010,5900,OFFICES AND PREMISES,N,,0,0,Y,N,N
Ref:10842698864621,BDW TRADING LIMITED,,SHOWHOUSE,,SIR ISAAC NEWTON WAY,ROCHDALE,LANCS,,OL16 4NG,12.09.2011,1300,SALES CABIN,N,,0,0,N,N,N
Ref:10842699975732,GREENE KING BREWING & RETAILING,LTD,,,THE HORNET,KINGSWAY BUSINESS PARK,SIR ISAAC NEWTON WAY,ROCHDALE,OL16 4NG,10.03.2014,84600,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10844X000400X2,WACKO NACHO LIMITED,,,,13-15 THE BUTTS,ROCHDALE,LANCASHIRE,,OL16 1ES,01.11.2023,10000,BAR AND PREMISES,N,,0,0,Y,N,N
Ref:10844X0009006B,THE ROYAL BANK OF SCOTLAND PLC,(REF RCS/ROUTER150896,,,21 THE BUTTS,ROCHDALE,LANCASHIRE,,OL16 1EY,01.04.2005,2025,OFFICES AND PREMISES,Y,01.04.2005,0,0,N,N,N
Ref:10844X0010005B,AMBER TAVERNS LIMITED,,ROYAL BANK OF SCOTLAND CHAMB,1ST FLOOR,THE BUTTS,ROCHDALE,LANCASHIRE,,OL16 1EY,06.12.2019,6000,OFFICES AND PREMISES,Y,06.12.2019,0,0,N,N,N
Ref:10844X001200XA,AMBER TAVERNS LIMITED,,ROYAL BANK OF SCOTLAND CHAMB,1ST FLOOR,THE BUTTS,ROCHDALE,LANCASHIRE,,OL16 1EY,06.12.2019,5400,OFFICES AND PREMISES,Y,06.12.2019,0,0,N,N,N
Ref:10844X00130075,PIE.ROCHDALE LTD,,,,1 THE BUTTS,ROCHDALE,LANCASHIRE,,OL16 1HB,08.12.2022,8500,SHOP AND PREMISES,N,,0,0,Y,N,N
Ref:10844X41243529,LA MANCHA LTD,,la mancha,,BUTTS AVENUE,ROCHDALE,LANCS,,OL16 1ES,01.04.2005,14250,RESTAURANT AND PREMISES,N,,0,0,Y,N,Y
Ref:10844X90010711,ROCHDALE BC,,,,UNIT 1,GROUND FLOOR 7-11 THE BUTTS,ROCHDALE,,OL16 1XT,12.11.2018,500,MARKET STALL AND PREMISES,Y,12.11.2018,0,0,N,N,N
Ref:10844X90020712,ROCHDALE BC,,,,UNIT 2,GROUND FLOOR THE BUTTS,ROCHDALE,,OL16 1XT,20.04.2019,1175,MARKET STALL AND PREMISES,Y,20.04.2019,0,0,N,N,N
Ref:10844X90030044,ROCHDALE BC,,,,OUTSIDE MARKET,THE BUTTS/SOUTH PARADE,ROCHDALE,,OL16 1XT,18.08.2018,8700,MARKET AND PREMISES,N,,0,0,N,N,N
Ref:10844X90030713,ROCHDALE BC,,UNIT 3,,GROUND FLOOR 7-11 THE BUTTS,ROCHDALE,,,OL16 1XT,14.10.2019,455,MARKET STALL AND PREMISES,Y,14.10.2019,0,0,N,N,N
Ref:10844X90040714,ROCHDALE BC,,,,UNIT 4,GROUND FLOOR 7-11 THE BUTTS,ROCHDALE,,OL16 1XT,16.10.2019,580,MARKET STALL AND PREMISES,Y,16.10.2019,0,0,N,N,N
Ref:10844X90050715,ROCHDALE BC,,,,UNIT 5,FIRST FLOOR 7-11 THE BUTTS,ROCHDALE,,OL16 1XT,14.10.2019,1875,CAFE AND PREMISES,Y,14.10.2019,0,0,N,N,N
Ref:10844X90060716,ROCHDALE BC,,,,UNIT 6,2ND FLOOR 7-11 THE BUTTS,ROCHDALE,,OL16 1XT,12.11.2018,8500,OFFICES AND PREMISES,Y,12.11.2018,0,0,N,N,N
Ref:10844X90070717,ROCHDALE BC,,,,UNIT 7,2ND FLOOR 7-11 THE BUTTS,ROCHDALE,,OL16 1XT,12.11.2018,1000,OFFICES AND PREMISES,Y,12.11.2018,0,0,N,N,N
Ref:10844X90080718,ROCHDALE BC,,,,GROUND FLOOR REMAINDER,7-11 THE BUTTS,ROCHDALE,,OL16 1XT,12.11.2018,880,MARKET STALL AND PREMISES,Y,12.11.2018,0,0,N,N,N
Ref:10844X90200578,AMBER TAVERNS LTD,,,,HOGARTHS ROCHDALE,THE BUTTS,ROCHDALE,,OL16 1EY,03.08.2020,63000,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10844X95851509,J C DECAUX UK LTD,,J C DECAUX NO 2 ADJ RBS,,THE BUTTS,ROCHDALE,LANCASHIRE,,OL16 1ES,01.04.2005,800,ADVERTISING RIGHT,N,,0,0,N,N,N
Ref:10844X99182736,J D WETHERSPOON PLC,,REGAL MOON,,THE BUTTS,ROCHDALE,LANCASHIRE,,OL16 1HB,01.04.2005,144000,PUBLIC HOUSE AND PREMISES,N,,0,0,N,N,N
Ref:10883300220047,CREWE COMMERCIAL INDUSTRIES LTD,,,,AM ELITE CHEER AND DANCE,CALF HEY SOUTH,ROCHDALE,,OL11 2JS,01.04.2024,13750,DANCE SCHOOL AND PREMISES,Y,01.04.2024,0,0,N,N,N
Ref:10904500020055,SALT SEPERATION SERVICES LTD,,UNIT 1,,CANAL STREET WORKS,CANAL STREET,ROCHDALE,,OL11 1AP,03.11.2018,4550,WORKSHOP AND PREMISES,Y,03.11.2018,0,0,N,N,N
Ref:109045000400X4,GYMX NW LTD,,,,GYMX NW LTD,HURST STREET,ROCHDALE,,OL11 1BH,19.04.2021,12250,WAREHOUSE AND PREMISES,N,,0,0,Y,N,N
Ref:1090450005007A,SALT SEPARATION SERVICES LTD,,,,5 CANAL STREET WORKS,CANAL STREET,ROCHDALE,,OL11 1AB,01.01.2019,4550,WORKSHOP AND PREMISES,Y,01.01.2019,0,0,N,N,N
Ref:10904500060048,SALT SEPARATION SERVICES LTD,,,,7 CANAL STREET WORKS,CANAL STREET,ROCHDALE,,OL11 1AB,18.12.2015,11750,WAREHOUSE AND PREMISES,Y,18.12.2015,0,0,N,N,N
Ref:10907X99183891,DESAL SUPPLIES LIMITED,,,,UNIT 9 CANAL STREET,CANAL STREET,ROCHDALE,,OL11 1AB,01.01.2024,3100,VEHICLE REPAIR WORKSHOP AND PREMISES,N,,0,0,N,N,N
Ref:10940499186457,ROCHDALE MBC,,RMBC,,BOUNDARY STREET,ROCHDALE,LANCASHIRE,,OL11 3SW,01.04.2005,1275,KICK PITCH AND PREMISES,N,,0,0,N,N,N
Ref:10943900070014,FOI INDUSTRY LIMITED,,RONALD GORTON CENTRE,,CASTLEMERE STREET,ROCHDALE,LANCASHIRE,,OL11 3SW,07.02.2022,10500,COMMUNITY CENTRE AND PREMISES,N,,0,0,N,N,N
Ref:10949800010081,F WAINWRIGHT & CO. LTD.,,F WAINWRIGHT AND CO,,MANCHESTER ROAD,ROCHDALE,LANCASHIRE,,OL11 2UY,01.04.2005,12750,GARAGE AND PREMISES,N,,0,0,Y,Y,N
Ref:10958595609669,THE SAMARITANS,,,,5 CATON STREET,ROCHDALE,LANCASHIRE,,OL16 1QJ,21.04.2006,14000,OFFICES AND PREMISES,N,,20,80,N,N,N
Ref:10979400020058,MAYFIELD SPORTS CENTRE,,CASTLETON GABRIELS FC,,CHADWICK LANE,ROCHDALE,LANCASHIRE,,OL11 3BY,23.06.2005,18000,FOOTBALL GROUND AND PREMISES,N,,0,0,N,Y,Y
